Game Date,Home Team,Away Team,Bookmaker Used,ML Away,ML Home,Spread Away,Spread Away Odds,Spread Home,Spread Home Odds,Total,Over Odds,Under Odds,Away Record,Away Score,Home Record,Home Score
2025-04-08,Detroit Tigers,New York Yankees,MyBookie.ag,2.48,1.57,1.5,1.71,-1.5,2.2,,,,6-5,0.0,7-4,5.0
2025-04-08,Cleveland Guardians,Chicago White Sox,MyBookie.ag,2.65,1.51,1.5,1.74,-1.5,2.15,7.0,1.84,2.01,2-8,0.0,4-6,1.0
2025-04-08,New York Mets,Miami Marlins,MyBookie.ag,3.28,1.36,1.5,2.0,-1.5,1.85,7.0,1.88,1.97,5-6,5.0,8-3,10.0
2025-04-08,Pittsburgh Pirates,St. Louis Cardinals,MyBookie.ag,2.16,1.73,1.5,1.5,-1.5,2.6,6.5,1.88,1.97,5-6,5.0,4-8,3.0
2025-04-08,Boston Red Sox,Toronto Blue Jays,MyBookie.ag,2.7,1.49,1.5,1.83,-1.5,2.0,8.0,2.0,1.85,7-5,6.0,6-6,1.0
2025-04-08,Washington Nationals,Los Angeles Dodgers,MyBookie.ag,1.54,2.56,-1.5,1.82,1.5,2.01,9.0,1.96,1.89,9-4,2.0,5-6,8.0
2025-04-08,Tampa Bay Rays,Los Angeles Angels,MyBookie.ag,2.46,1.58,1.5,1.69,-1.5,2.22,8.5,1.91,1.94,7-3,4.0,4-6,3.0
2025-04-08,Atlanta Braves,Philadelphia Phillies,MyBookie.ag,1.97,1.88,-1.5,2.65,1.5,1.48,7.0,2.01,1.85,7-3,5.0,2-8,7.0
2025-04-08,Chicago Cubs,Texas Rangers,MyBookie.ag,2.35,1.63,1.5,1.62,-1.5,2.39,8.0,1.93,1.92,8-4,6.0,9-5,10.0
2025-04-08,Kansas City Royals,Minnesota Twins,MyBookie.ag,2.01,1.84,-1.5,2.65,1.5,1.48,7.5,1.95,1.9,3-8,1.0,6-5,2.0
2025-04-09,Colorado Rockies,Milwaukee Brewers,MyBookie.ag,1.61,2.38,-1.5,1.95,1.5,1.87,9.5,1.95,1.9,7-5,17.0,2-9,2.0
2025-04-09,Pittsburgh Pirates,St. Louis Cardinals,MyBookie.ag,1.87,1.97,-1.5,2.45,1.5,1.59,8.0,2.0,1.85,5-7,1.0,5-8,2.0
2025-04-09,Detroit Tigers,New York Yankees,MyBookie.ag,1.64,2.32,-1.5,2.15,1.5,1.74,7.0,1.91,1.93,7-5,4.0,7-5,3.0
2025-04-09,New York Mets,Miami Marlins,MyBookie.ag,2.8,1.47,1.5,1.83,-1.5,2.0,7.0,1.87,1.98,6-6,5.0,8-4,0.0
2025-04-09,Chicago Cubs,Texas Rangers,MyBookie.ag,2.43,1.59,1.5,1.66,-1.5,2.31,7.5,1.91,1.93,9-4,6.0,9-6,2.0
2025-04-09,Oakland Athletics,San Diego Padres,MyBookie.ag,2.03,1.82,-1.5,2.55,1.5,1.53,10.0,1.94,1.91,,,,
2025-04-09,Arizona Diamondbacks,Baltimore Orioles,MyBookie.ag,2.07,1.8,1.5,1.5,-1.5,2.63,9.0,1.96,1.89,5-8,0.0,7-6,9.0
2025-04-09,San Francisco Giants,Cincinnati Reds,MyBookie.ag,2.23,1.69,1.5,1.56,-1.5,2.52,7.5,1.92,1.93,5-8,6.0,9-3,8.0
2025-04-09,Washington Nationals,Los Angeles Dodgers,MyBookie.ag,1.51,2.63,-1.5,1.84,1.5,2.0,9.0,1.91,1.94,10-4,6.0,5-7,5.0
2025-04-09,Seattle Mariners,Houston Astros,MyBookie.ag,1.71,2.19,-1.5,2.2,1.5,1.71,7.5,1.98,1.87,5-7,6.0,5-8,7.0
2025-04-09,Cleveland Guardians,Chicago White Sox,MyBookie.ag,2.61,1.52,1.5,1.77,-1.5,2.1,7.5,2.03,1.83,2-9,2.0,5-6,3.0
2025-04-09,Boston Red Sox,Toronto Blue Jays,MyBookie.ag,2.1,1.77,1.5,1.53,-1.5,2.55,8.0,1.89,1.96,8-5,2.0,6-7,1.0
2025-04-09,Tampa Bay Rays,Los Angeles Angels,MyBookie.ag,2.2,1.71,1.5,1.59,-1.5,2.45,8.0,1.93,1.91,7-4,4.0,5-6,5.0
2025-04-09,Atlanta Braves,Philadelphia Phillies,MyBookie.ag,2.2,1.71,1.5,1.62,-1.5,2.4,8.5,1.86,1.99,8-3,4.0,2-9,3.0
2025-04-09,Kansas City Royals,Minnesota Twins,MyBookie.ag,1.94,1.9,-1.5,2.55,1.5,1.53,7.5,1.88,1.97,4-8,4.0,6-6,0.0
2025-04-10,Cleveland Guardians,Chicago White Sox,MyBookie.ag,3.07,1.4,1.5,2.0,-1.5,1.84,7.0,1.85,2.01,2-10,1.0,6-6,6.0
2025-04-10,Tampa Bay Rays,Los Angeles Angels,MyBookie.ag,2.0,1.85,1.5,1.48,-1.5,2.65,8.5,1.98,1.87,8-4,11.0,5-7,1.0
2025-04-10,Kansas City Royals,Minnesota Twins,MyBookie.ag,2.0,1.85,1.5,1.48,-1.5,2.65,8.5,2.0,1.85,4-9,2.0,7-6,3.0
2025-04-10,Colorado Rockies,Milwaukee Brewers,MyBookie.ag,1.78,2.1,-1.5,2.2,1.5,1.71,10.0,1.87,1.98,7-6,2.0,3-9,7.0
2025-04-10,Boston Red Sox,Toronto Blue Jays,MyBookie.ag,1.94,1.91,1.5,1.45,-1.5,2.7,9.0,1.98,1.87,8-6,3.0,7-7,4.0
2025-04-10,Atlanta Braves,Philadelphia Phillies,MyBookie.ag,2.06,1.8,1.5,1.48,-1.5,2.65,7.5,2.02,1.83,8-4,2.0,3-9,4.0
2025-04-11,Cleveland Guardians,Kansas City Royals,MyBookie.ag,2.11,1.77,1.5,1.5,-1.5,2.6,7.0,1.98,1.87,7-7,0.0,7-6,7.0
2025-04-11,Cincinnati Reds,Pittsburgh Pirates,MyBookie.ag,2.34,1.63,1.5,1.67,-1.5,2.3,8.0,1.86,1.99,5-9,3.0,6-8,5.0
2025-04-11,Tampa Bay Rays,Atlanta Braves,MyBookie.ag,2.14,1.75,1.5,1.59,-1.5,2.45,9.0,1.9,1.95,3-10,3.0,6-7,6.0
2025-04-11,Baltimore Orioles,Toronto Blue Jays,MyBookie.ag,2.06,1.8,1.5,1.53,-1.5,2.55,8.0,1.86,1.99,11-8,,7-10,
2025-04-11,New York Yankees,San Francisco Giants,MyBookie.ag,2.1,1.77,1.5,1.53,-1.5,2.55,8.0,1.96,1.89,10-3,9.0,7-6,1.0
2025-04-11,Miami Marlins,Washington Nationals,MyBookie.ag,1.89,1.96,-1.5,2.45,1.5,1.59,8.0,1.87,1.97,6-7,7.0,6-7,4.0
2025-04-11,Chicago White Sox,Boston Red Sox,MyBookie.ag,1.64,2.32,-1.5,2.1,1.5,1.77,8.0,1.96,1.89,7-8,1.0,3-10,11.0
2025-04-12,San Diego Padres,Colorado Rockies,MyBookie.ag,2.8,1.47,1.5,1.83,-1.5,2.0,7.5,2.05,1.81,3-11,0.0,12-3,2.0
2025-04-12,Seattle Mariners,Texas Rangers,MyBookie.ag,1.8,2.06,-1.5,2.45,1.5,1.59,6.5,1.84,2.02,9-6,2.0,7-8,9.0
2025-04-12,Arizona Diamondbacks,Milwaukee Brewers,MyBookie.ag,2.34,1.63,1.5,1.67,-1.5,2.3,8.5,1.83,2.03,8-7,4.0,8-7,5.0
2025-04-12,Los Angeles Dodgers,Chicago Cubs,MyBookie.ag,2.61,1.52,1.5,1.8,-1.5,2.05,8.0,1.96,1.89,10-7,16.0,11-5,0.0
2025-04-12,Minnesota Twins,Detroit Tigers,MyBookie.ag,2.2,1.71,1.5,1.62,-1.5,2.4,9.0,2.0,1.85,9-5,4.0,4-11,0.0
2025-04-12,St. Louis Cardinals,Philadelphia Phillies,MyBookie.ag,1.59,2.42,-1.5,2.0,1.5,1.83,8.0,1.97,1.88,9-5,4.0,6-8,1.0
2025-04-12,New York Yankees,San Francisco Giants,MyBookie.ag,2.16,1.73,1.5,1.59,-1.5,2.45,8.0,1.86,1.99,10-4,4.0,8-6,8.0
2025-04-12,Baltimore Orioles,Toronto Blue Jays,MyBookie.ag,2.08,1.79,1.5,1.53,-1.5,2.55,8.0,1.87,1.98,8-7,4.0,6-8,5.0
2025-04-12,Oakland Athletics,New York Mets,MyBookie.ag,1.71,2.2,-1.5,2.15,1.5,1.74,9.0,1.86,1.99,,,,
2025-04-12,Tampa Bay Rays,Atlanta Braves,MyBookie.ag,2.16,1.74,1.5,1.59,-1.5,2.45,8.5,1.86,2.0,4-10,5.0,6-8,4.0
2025-04-12,Chicago White Sox,Boston Red Sox,MyBookie.ag,1.62,2.37,-1.5,2.05,1.5,1.8,8.0,2.0,1.85,7-9,2.0,4-10,3.0
2025-04-12,Miami Marlins,Washington Nationals,MyBookie.ag,2.32,1.64,1.5,1.65,-1.5,2.35,7.5,1.88,1.97,6-8,6.0,7-7,7.0
2025-04-12,Cleveland Guardians,Kansas City Royals,MyBookie.ag,2.09,1.78,1.5,1.53,-1.5,2.55,7.5,1.88,1.96,7-8,3.0,8-6,6.0
2025-04-12,Cincinnati Reds,Pittsburgh Pirates,MyBookie.ag,2.08,1.79,1.5,1.5,-1.5,2.6,8.0,1.86,1.99,5-10,2.0,7-8,5.0
2025-04-12,Houston Astros,Los Angeles Angels,MyBookie.ag,2.27,1.67,1.5,1.65,-1.5,2.35,9.0,1.97,1.88,9-5,4.0,6-8,1.0
2025-04-13,Baltimore Orioles,Toronto Blue Jays,MyBookie.ag,2.15,1.74,1.5,1.56,-1.5,2.52,8.5,1.91,1.94,9-7,7.0,6-9,6.0
2025-04-13,New York Yankees,San Francisco Giants,MyBookie.ag,2.0,1.85,-1.5,2.65,1.5,1.48,8.0,1.95,1.89,11-4,5.0,8-7,4.0
2025-04-13,Tampa Bay Rays,Atlanta Braves,MyBookie.ag,1.64,2.32,-1.5,2.09,1.5,1.77,8.0,1.89,1.96,4-11,3.0,7-8,8.0
2025-04-13,Cincinnati Reds,Pittsburgh Pirates,MyBookie.ag,2.65,1.51,1.5,1.77,-1.5,2.1,7.5,1.94,1.91,5-11,0.0,8-8,4.0
2025-04-13,Cleveland Guardians,Kansas City Royals,MyBookie.ag,1.76,2.12,-1.5,2.3,1.5,1.67,7.5,2.0,1.85,8-8,4.0,8-7,2.0
2025-04-13,Miami Marlins,Washington Nationals,MyBookie.ag,1.7,2.21,-1.5,2.2,1.5,1.71,8.0,1.95,1.9,6-9,4.0,8-7,11.0
2025-04-13,Chicago White Sox,Boston Red Sox,MyBookie.ag,1.41,3.02,-1.5,1.8,1.5,2.05,7.0,1.95,1.89,8-9,3.0,4-11,1.0
2025-04-13,Minnesota Twins,Detroit Tigers,MyBookie.ag,2.03,1.83,-1.5,2.6,1.5,1.5,8.5,1.89,1.96,9-6,1.0,5-11,5.0
2025-04-13,Houston Astros,Los Angeles Angels,MyBookie.ag,2.34,1.63,1.5,1.66,-1.5,2.31,8.5,1.89,1.96,9-6,3.0,7-8,7.0
2025-04-13,St. Louis Cardinals,Philadelphia Phillies,MyBookie.ag,1.54,2.55,-1.5,1.91,1.5,1.91,8.0,1.87,1.98,9-6,0.0,7-8,7.0
2025-04-13,Oakland Athletics,New York Mets,MyBookie.ag,1.71,2.2,-1.5,2.15,1.5,1.74,9.0,2.03,1.83,,,,
2025-04-13,Arizona Diamondbacks,Milwaukee Brewers,MyBookie.ag,2.02,1.83,-1.5,2.65,1.5,1.48,8.0,1.87,1.98,8-8,2.0,9-7,5.0
2025-04-13,San Diego Padres,Colorado Rockies,MyBookie.ag,3.04,1.41,1.5,1.91,-1.5,1.91,7.0,1.88,1.97,3-12,0.0,13-3,6.0
2025-04-13,Seattle Mariners,Texas Rangers,MyBookie.ag,2.06,1.8,1.5,1.48,-1.5,2.65,6.5,1.85,2.01,9-7,1.0,8-8,3.0
2025-04-13,Los Angeles Dodgers,Chicago Cubs,MyBookie.ag,3.18,1.38,1.5,2.1,-1.5,1.77,9.0,2.01,1.85,11-7,4.0,11-6,2.0
2025-04-14,Pittsburgh Pirates,Washington Nationals,MyBookie.ag,2.88,1.44,1.5,1.87,-1.5,1.95,7.0,1.83,2.03,6-10,3.0,6-11,10.0
2025-04-14,Philadelphia Phillies,San Francisco Giants,MyBookie.ag,2.0,1.85,1.5,1.5,-1.5,2.6,9.0,2.0,1.85,12-4,10.0,9-7,4.0
2025-04-14,Tampa Bay Rays,Boston Red Sox,MyBookie.ag,2.09,1.78,1.5,1.53,-1.5,2.58,8.5,1.83,2.03,8-10,1.0,8-8,16.0
2025-04-14,New York Yankees,Kansas City Royals,MyBookie.ag,2.19,1.72,1.5,1.62,-1.5,2.4,9.0,1.98,1.87,8-9,1.0,9-7,4.0
2025-04-14,Toronto Blue Jays,Atlanta Braves,MyBookie.ag,1.89,1.95,1.5,1.43,-1.5,2.75,9.5,2.0,1.85,5-11,8.0,9-8,4.0
2025-04-14,Milwaukee Brewers,Detroit Tigers,MyBookie.ag,1.64,2.33,-1.5,2.1,1.5,1.77,7.5,1.98,1.87,10-6,9.0,8-9,1.0
2025-04-14,Minnesota Twins,New York Mets,MyBookie.ag,2.01,1.85,1.5,1.5,-1.5,2.6,8.0,2.01,1.84,11-5,5.0,5-12,1.0
2025-04-14,St. Louis Cardinals,Houston Astros,MyBookie.ag,1.96,1.89,-1.5,2.6,1.5,1.5,7.0,1.83,2.03,7-9,3.0,8-8,8.0
2025-04-15,San Diego Padres,Chicago Cubs,MyBookie.ag,2.3,1.65,1.5,1.62,-1.5,2.4,7.5,1.98,1.87,12-8,2.0,14-4,1.0
2025-04-15,Los Angeles Dodgers,Colorado Rockies,MyBookie.ag,3.62,1.31,2.5,1.83,-2.5,2.0,8.5,1.95,1.9,3-14,2.0,13-6,6.0
2025-04-15,Miami Marlins,Arizona Diamondbacks,MyBookie.ag,1.63,2.34,-1.5,2.05,1.5,1.8,9.0,2.01,1.85,10-7,10.0,8-8,4.0
2025-04-15,Cincinnati Reds,Seattle Mariners,MyBookie.ag,1.93,1.92,-1.5,2.5,1.5,1.56,8.5,1.82,2.04,8-9,4.0,9-8,8.0
2025-04-15,Pittsburgh Pirates,Washington Nationals,MyBookie.ag,2.15,1.74,1.5,1.53,-1.5,2.58,8.5,1.95,1.89,7-10,3.0,6-12,0.0
2025-04-15,Philadelphia Phillies,San Francisco Giants,MyBookie.ag,2.4,1.61,1.5,1.64,-1.5,2.34,8.0,1.87,1.98,12-5,4.0,10-7,6.0
2025-04-15,Baltimore Orioles,Cleveland Guardians,MyBookie.ag,2.27,1.67,1.5,1.62,-1.5,2.41,9.0,1.99,1.86,9-7,6.0,6-10,3.0
2025-04-15,Tampa Bay Rays,Boston Red Sox,MyBookie.ag,2.14,1.75,1.5,1.56,-1.5,2.52,9.0,1.98,1.87,9-10,7.0,8-9,4.0
2025-04-15,New York Yankees,Kansas City Royals,MyBookie.ag,2.8,1.46,1.5,1.91,-1.5,1.91,8.5,1.84,2.01,8-10,2.0,10-7,4.0
2025-04-15,Toronto Blue Jays,Atlanta Braves,MyBookie.ag,1.9,1.95,-1.5,2.5,1.5,1.56,7.5,1.96,1.89,5-12,3.0,10-8,6.0
2025-04-15,Chicago White Sox,Oakland Athletics,MyBookie.ag,1.63,2.34,-1.5,2.05,1.5,1.8,7.5,1.86,1.99,,,,
2025-04-15,Milwaukee Brewers,Detroit Tigers,MyBookie.ag,1.87,1.98,-1.5,2.45,1.5,1.59,7.5,1.88,1.97,10-7,0.0,9-9,5.0
2025-04-15,Minnesota Twins,New York Mets,MyBookie.ag,1.88,1.97,-1.5,2.5,1.5,1.56,8.0,1.87,1.98,11-6,3.0,6-12,6.0
2025-04-15,St. Louis Cardinals,Houston Astros,MyBookie.ag,1.79,2.08,-1.5,2.47,1.5,1.59,7.5,1.92,1.92,8-9,2.0,8-9,0.0
2025-04-16,Texas Rangers,Los Angeles Angels,MyBookie.ag,2.05,1.81,1.5,1.5,-1.5,2.6,8.5,1.86,1.99,9-8,1.0,11-7,3.0
2025-04-16,Los Angeles Dodgers,Colorado Rockies,MyBookie.ag,3.54,1.32,2.5,1.71,-2.5,2.17,8.5,1.99,1.86,3-15,7.0,14-6,8.0
2025-04-16,Toronto Blue Jays,Atlanta Braves,MyBookie.ag,1.74,2.15,-1.5,2.3,1.5,1.67,7.0,1.8,2.02,5-13,1.0,11-8,3.0
2025-04-16,Milwaukee Brewers,Detroit Tigers,MyBookie.ag,2.29,1.66,1.5,1.59,-1.5,2.49,8.0,1.87,1.94,10-8,1.0,10-9,5.0
2025-04-16,Minnesota Twins,New York Mets,MyBookie.ag,2.01,1.84,-1.5,2.6,1.5,1.5,8.5,1.94,1.87,11-7,3.0,7-12,4.0
2025-04-16,St. Louis Cardinals,Houston Astros,MyBookie.ag,1.93,1.92,-1.5,2.5,1.5,1.56,8.5,1.96,1.85,8-10,1.0,9-9,4.0
2025-04-16,San Diego Padres,Chicago Cubs,MyBookie.ag,2.07,1.8,1.5,1.5,-1.5,2.6,7.5,1.89,1.92,12-9,2.0,15-4,4.0
2025-04-16,Baltimore Orioles,Cleveland Guardians,MyBookie.ag,2.06,1.8,1.5,1.5,-1.5,2.6,8.0,1.87,1.94,9-8,1.0,7-10,9.0
2025-04-16,Miami Marlins,Arizona Diamondbacks,MyBookie.ag,1.68,2.25,-1.5,2.15,1.5,1.74,8.5,1.88,1.93,11-7,6.0,8-9,2.0
2025-04-16,Cincinnati Reds,Seattle Mariners,MyBookie.ag,1.81,2.05,-1.5,2.35,1.5,1.65,9.0,2.01,1.81,9-9,5.0,9-9,3.0
2025-04-16,Pittsburgh Pirates,Washington Nationals,MyBookie.ag,1.89,1.96,-1.5,2.45,1.5,1.59,8.0,1.85,1.97,7-11,1.0,7-12,6.0
2025-04-16,Philadelphia Phillies,San Francisco Giants,MyBookie.ag,2.23,1.69,1.5,1.59,-1.5,2.45,7.5,1.89,1.92,13-5,11.0,10-8,4.0
2025-04-16,Tampa Bay Rays,Boston Red Sox,MyBookie.ag,2.18,1.72,1.5,1.62,-1.5,2.4,9.0,1.83,1.98,10-10,1.0,8-10,0.0
2025-04-16,New York Yankees,Kansas City Royals,MyBookie.ag,2.34,1.63,1.5,1.67,-1.5,2.3,8.0,1.86,1.95,8-11,3.0,11-7,4.0
2025-04-16,Chicago White Sox,Oakland Athletics,MyBookie.ag,1.66,2.29,-1.5,2.06,1.5,1.8,7.5,1.91,1.9,,,,
2025-04-17,Texas Rangers,Los Angeles Angels,MyBookie.ag,1.76,2.12,-1.5,2.2,1.5,1.71,9.5,1.92,1.89,9-9,3.0,12-7,5.0
2025-04-17,Los Angeles Dodgers,Colorado Rockies,MyBookie.ag,3.52,1.32,2.5,1.8,-2.5,2.05,8.5,1.91,1.9,,,,
2025-04-17,Miami Marlins,Arizona Diamondbacks,MyBookie.ag,1.7,2.22,-1.5,2.15,1.5,1.74,8.5,1.91,1.9,12-7,6.0,8-10,4.0
2025-04-17,Pittsburgh Pirates,Washington Nationals,MyBookie.ag,2.24,1.68,1.5,1.56,-1.5,2.5,8.0,1.94,1.87,7-12,0.0,8-12,1.0
2025-04-17,Cincinnati Reds,Seattle Mariners,MyBookie.ag,2.09,1.78,1.5,1.56,-1.5,2.5,9.0,1.96,1.85,10-9,11.0,9-10,7.0
2025-04-17,Chicago White Sox,Oakland Athletics,MyBookie.ag,1.7,2.21,-1.5,2.25,1.5,1.69,8.0,1.92,1.89,,,,
2025-04-17,Philadelphia Phillies,San Francisco Giants,MyBookie.ag,2.53,1.55,1.5,1.71,-1.5,2.2,8.0,1.93,1.88,13-6,4.0,11-8,6.0
2025-04-17,Baltimore Orioles,Cleveland Guardians,MyBookie.ag,1.94,1.91,-1.5,2.45,1.5,1.59,8.5,1.9,1.91,9-9,2.0,8-10,6.0
2025-04-17,Detroit Tigers,Kansas City Royals,MyBookie.ag,2.25,1.68,1.5,1.65,-1.5,2.35,8.0,1.94,1.87,8-12,1.0,11-8,6.0
2025-04-17,Tampa Bay Rays,New York Yankees,MyBookie.ag,1.92,1.93,-1.5,2.5,1.5,1.56,9.0,1.99,1.83,12-7,6.0,8-11,3.0
2025-04-17,New York Mets,St. Louis Cardinals,MyBookie.ag,2.15,1.74,1.5,1.56,-1.5,2.5,8.0,1.98,1.84,9-10,1.0,12-7,4.0
2025-04-18,Texas Rangers,Los Angeles Angels,MyBookie.ag,2.27,1.67,1.5,1.67,-1.5,2.3,9.5,1.94,1.87,,,,
2025-04-19,Colorado Rockies,Washington Nationals,MyBookie.ag,1.75,2.14,-1.5,2.2,1.5,1.71,8.5,1.9,1.91,,,,
2025-04-18,Chicago Cubs,Arizona Diamondbacks,MyBookie.ag,6.0,1.12,2.5,1.75,-2.5,2.0,7.0,1.9,1.8,12-7,11.0,12-9,13.0
2025-04-18,Pittsburgh Pirates,Cleveland Guardians,MyBookie.ag,1.75,2.13,-1.5,2.3,1.5,1.67,8.5,1.87,1.94,9-9,,8-12,
2025-04-18,Detroit Tigers,Kansas City Royals,MyBookie.ag,1.71,2.2,-1.5,2.22,1.5,1.69,7.5,1.88,1.94,8-12,,11-8,
2025-04-18,Philadelphia Phillies,Miami Marlins,MyBookie.ag,2.87,1.45,1.5,1.87,-1.5,1.95,7.5,1.89,1.92,8-10,,11-8,
2025-04-18,Baltimore Orioles,Cincinnati Reds,MyBookie.ag,2.41,1.6,1.5,1.66,-1.5,2.31,9.0,1.85,1.96,9-10,,8-10,
2025-04-18,Tampa Bay Rays,New York Yankees,MyBookie.ag,1.85,2.0,-1.5,2.4,1.5,1.62,8.5,1.96,1.85,12-7,,8-11,
2025-04-18,Toronto Blue Jays,Seattle Mariners,MyBookie.ag,1.99,1.86,-1.5,2.6,1.5,1.5,8.0,1.94,1.87,10-9,,11-8,
2025-04-18,Atlanta Braves,Minnesota Twins,MyBookie.ag,2.21,1.7,1.5,1.59,-1.5,2.45,8.0,1.87,1.94,7-12,,5-13,
2025-04-18,Boston Red Sox,Chicago White Sox,MyBookie.ag,2.79,1.47,1.5,1.87,-1.5,1.95,9.0,1.85,1.96,4-14,,10-10,
2025-04-18,New York Mets,St. Louis Cardinals,MyBookie.ag,2.65,1.51,1.5,1.74,-1.5,2.14,8.0,1.87,1.95,9-10,,12-7,
2025-04-19,Los Angeles Angels,San Francisco Giants,MyBookie.ag,1.62,2.36,-1.5,2.05,1.5,1.8,8.0,1.92,1.89,,,,
2025-04-19,Philadelphia Phillies,Miami Marlins,MyBookie.ag,2.78,1.47,1.5,1.91,-1.5,1.91,10.0,1.92,1.89,,,,
2025-04-19,Detroit Tigers,Kansas City Royals,MyBookie.ag,2.01,1.85,,,,,,,,,,,
2025-04-19,Chicago Cubs,Arizona Diamondbacks,MyBookie.ag,1.89,1.96,-1.5,2.5,1.5,1.56,7.5,1.92,1.89,,,,
2025-04-19,Toronto Blue Jays,Seattle Mariners,MyBookie.ag,1.78,2.09,-1.5,2.3,1.5,1.67,8.5,1.95,1.86,,,,
2025-04-19,Baltimore Orioles,Cincinnati Reds,MyBookie.ag,1.88,1.96,-1.5,2.45,1.5,1.59,9.0,1.95,1.86,,,,
2025-04-19,Pittsburgh Pirates,Cleveland Guardians,MyBookie.ag,2.52,1.56,1.5,1.74,-1.5,2.15,7.5,1.85,1.97,,,,
2025-04-19,Texas Rangers,Los Angeles Dodgers,MyBookie.ag,1.78,2.09,-1.5,2.3,1.5,1.67,8.5,1.91,1.9,,,,
2025-04-19,New York Mets,St. Louis Cardinals,MyBookie.ag,2.43,1.59,1.5,1.71,-1.5,2.2,8.5,1.97,1.84,,,,
2025-04-19,Boston Red Sox,Chicago White Sox,MyBookie.ag,3.53,1.32,2.5,1.8,-2.5,2.05,8.5,1.91,1.9,,,,
2025-04-19,Tampa Bay Rays,New York Yankees,MyBookie.ag,2.15,1.74,1.5,1.59,-1.5,2.45,9.0,1.82,1.99,,,,
2025-04-19,Houston Astros,San Diego Padres,MyBookie.ag,1.82,2.0,-1.5,2.4,1.5,1.62,8.0,1.9,1.91,,,,
2025-04-19,Milwaukee Brewers,Oakland Athletics,MyBookie.ag,2.09,1.75,1.5,1.56,-1.5,2.5,8.5,1.97,1.84,,,,
2025-04-19,Atlanta Braves,Minnesota Twins,MyBookie.ag,2.67,1.48,1.5,1.8,-1.5,2.05,8.0,1.98,1.84,,,,
2025-04-20,Los Angeles Angels,San Francisco Giants,MyBookie.ag,1.79,2.04,-1.5,2.35,1.5,1.65,8.5,1.82,2.0,,,,
